价格（￥）,名称,sku,药品通用名,有效期,药品分类,剂型,储存条件,使用剂量,适用症/功能主治,不良反应,儿童用药,老年用药,禁忌,批准文号
￥2.00,马应龙 尿素乳膏10%10g/盒 皮肤干燥起皮 手足皲裂 脱皮 化型手足癣 脚后跟干裂修复膏,3546646,尿素乳膏,24,（非处方药）化学药制剂,乳膏剂,密封，在阴凉处（不超过20℃）保存。,详见说明书,本品适用于手足皲裂，也可用于角化型手足癣所引起的皲裂。,偶见皮肤刺激和过敏反应。,未知,未知,尚不明确。,国药准字H42022670
￥14.50,[阿莫仙] 阿莫西林胶囊0.25g*36粒/盒,6455147,阿莫西林胶囊,36,（处方药）抗生素制剂,胶囊剂,在25℃以下保存,未知,未知,1.恶心、呕吐、腹泻及假性膜性肠炎等胃肠道反应；2.皮疹、药物热和哮喘等过敏反应；3.贫血、血小板减少、嗜酸性粒细胞增多等；4.血清氨基转移酶可轻度增高；5.由念珠菌或耐药菌引起的二重感染；6.偶见兴奋、焦虑、失眠、头晕以及行为异常等中枢神经系统症状。,见【用法用量】,见【注意事项】,具体详见说明书,国药准字H44021351
￥65.80,【购买2盒多得24粒维D】伊可新维生素AD滴剂新生儿ad补充维生素a维生素d,3359768,维生素AD滴剂(胶囊型),24,（非处方药）化学药制剂,滴剂,遮光，满装，密封，在阴凉（不超过20℃）干燥处保存。,详见说明书,本品适用于预防和治疗维生素A及D的缺乏症。如佝偻病、夜盲症及小儿手足抽搐症。,长期过量服用，可产生慢性中毒。早期表现为骨关节疼痛、肿胀、皮肤瘙痒、口唇干裂、发热、头痛、呕吐、便秘、腹泻、恶心等。,未知,未知,慢性肾功能衰竭、高钙血症、高磷血症伴肾性佝偻病者禁用。,国药准字H37022973
￥10.60,恒医森蒲地蓝消炎片0.31g*13片/板*4板/盒镇痛消炎药浦地消炎片成人感冒药喉咙痛咽炎扁桃体炎,1.00042E+11,蒲地蓝消炎片,36,（非处方药）中成药,片剂,密封。,口服。一次5~8片，一日4次，小儿酌减。,清热解毒，抗炎消肿。用于疗肿、咽炎、扁桃体炎。,详见说明书。,未知,未知,对本品及所含成份过敏者禁用。,国药准字Z20054338
￥1.50,[阿容] 阿司匹林肠溶片25mg*100片/盒,1.00049E+11,阿司匹林肠溶片,24,（处方药）化学药制剂,片剂,密封，在25℃以下保存。,未知,未知,1、一般用于解热镇痛的剂量很少引起不良反应。2、长期大量用药（如治疗风湿热）、尤其当药物血浓度＞200μg/ml时较易出现不良反应。3、血药浓度愈高，不良反应愈明显。4、较常见的有恶心、呕吐、上腹部不适或疼痛（由于本品对胃粘膜的直接刺激引起）等胃肠道反应（发生率3%-9%），停药后多可消失。长期或大剂量服用可有胃肠道出血或溃疡。5、中枢神经：出现可逆性耳鸣、听力下降，多在服用一定疗程，血药浓度达200-300μg/L后出现。详见说明书,尚不明确。,肾功能低下的老年患者应慎用本品。,详见说明书,国药准字H37023270
￥13.50,小快克 小儿氨酚黄那敏颗粒4g*10袋 缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状,3201114,小儿氨酚黄那敏颗粒,36,（非处方药）化学药制剂,颗粒剂,密封，在阴凉（不超过20℃）干燥处保存,温水冲服，儿童用量如下：1、1-3岁，体重10-15kg，一次0.5-1袋，一日3次。2、4-6岁，体重16-21kg，一次1-1.5袋，一日3次。3、7-9岁，体重22-27kg，一次1.5-2袋，一日3次。4、10-12岁，体重28-32kg，一次2-2.5袋，一日3次。,本品用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,有时有轻度头晕、乏力、恶心、上腹不适、口干、食欲缺乏和皮疹等，可自行恢复。,未知,未知,1.严重肝肾功能不全者禁用。2.对本品过敏者禁用。,国药准字H33022441
￥13.00,北京同仁堂 知柏地黄丸（水蜜丸）360丸 滋阴降火用于阴虚火旺 潮热盗汗 口干咽痛 耳鸣遗精 小便短赤,3091814,知柏地黄丸,48,（非处方药）中成药,丸剂,密封,详见说明书,本品用于阴虚火旺，潮热盗汗，口干咽痛，耳鸣遗精，小便短赤。,尚不明确。,未知,未知,详见说明书,国药准字Z11020152
￥15.00,仁和 布洛芬缓释胶囊22粒/盒止痛药痛经退烧药成人牙痛肌肉关节痛神经痛头痛偏头痛感冒发热,1.00007E+11,布洛芬缓释胶囊,36,（非处方药）化学药制剂,胶囊剂,密封保存。,口服，成人一次1粒，一日两次（早晚各一次）。,本品适用于缓解轻至中度疼痛如头痛、关节痛、偏头痛、牙痛、肌肉痛、神经痛、痛经。也用于普通感冒或流行性感冒引起的发热。,详见说明书,未知,未知,详见说明书。,国药准字H20093691
￥9.90,999小儿氨酚黄那敏颗粒6g*10袋,2945954,小儿氨酚黄那敏颗粒,24,（非处方药）化学药制剂,颗粒剂,密封，在阴凉干燥处（不超过20℃）保存,详见说明书,本品用于缓解儿童普通感冒及流行性感冒引起的发热、头痛、四肢酸痛、打喷嚏、流鼻涕、鼻塞、咽痛等症状。,有时有轻度头晕、乏力、恶心、上腹不适、口干、食欲缺乏和皮疹等，可自行恢复。,未知,未知,详见说明书,国药准字H11022051
￥23.00,"
民间郎中疣体脱落膏疣清宁扁平疣专用菲药去I疣灵 肉粒去除脖子小肉粒丝状跖疣尖锐湿疣瘊子克疣膏",1.00061E+11,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥17.50,三精 双黄连口服液10ml*10支疏风解表 清热解毒 风热感冒所致的发热咳嗽咽痛,1.00005E+11,双黄连口服液,24,（非处方药）中成药,其他,密封，避光，置阴凉处（不超过20℃）。,详见说明书,本品用于外感风热所致的感冒，症见发热、咳嗽、咽痛。详见说明书。,详见说明书,未知,未知,详见说明书,国药准字Z10920053
￥31.40,洛芙联苯苄唑溶液喷雾剂60ml治疗脚气药止痒脱皮烂脚丫真菌感染止痒去脚气喷剂脚臭喷雾脚出汗水泡的特i效皮肤用药,1.00013E+11,联苯苄唑溶液,24,（非处方药）化学药制剂,溶液剂,密封，在阴凉处（不超过20℃）保存。,外用，一日1次，2-4周为一疗程；用脱脂棉蘸取少量涂搽局部。,本品用于治疗各种皮肤真菌病，如手、足癣，体、股癣，花斑癣。,详见说明书,详见说明书,详见说明书,详见说明书,国药准字H20066175
￥14.90,百多邦 莫匹罗星软膏2%*5g 脓疱病疖肿毛囊炎湿疹 中美史克,3014038,莫匹罗星软膏,24,（非处方药）化学药制剂,软膏剂,25℃以下，密封保存,本品应外用，局部涂于患处，必要时，患处可用敷料包扎或敷盖，每日三次，5天一疗程，必要时可重复一疗程。,详见说明书,详见说明书,未知,未知,对莫匹罗星或其他含聚乙二醇软膏过敏者禁用,国药准字H10930064
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
￥1.50,恒健 硝酸益康唑乳膏 10g:0.1g 10g  用于皮肤念珠菌病的治疗 亦可用于治疗体癣 股癣 足癣 花斑癣,8640294,硝酸益康唑乳膏,24,（非处方药）化学药制剂,乳膏剂,密封保存,未知,皮肤念珠菌病，体癣、股癣、足癣、花斑癣。,"常见：烧灼感。
偶见：瘙痒、皮疹等过敏反应。",未知,未知,尚不明确。,国药准字H44023932
￥26.00,"已购买商品	
右美舒坦 复方氢溴酸右美沙芬糖浆 100ml 白云山成人止咳糖浆感冒咳嗽化痰祛痰润喉咳嗽药支气管炎",100022329848,复方氢溴酸右美沙芬糖浆,24,（非处方药）化学药制剂,糖浆剂,遮光，密闭，置阴凉处（不超过20℃）保存。,未知,本品用于上呼吸道感染（如普通感冒和流行性感冒）、支气管炎等引起的咳嗽、咳痰。,可见头晕、头痛、嗜睡、易激动、嗳气、食欲缺乏、便秘、恶心、皮肤过敏等，停药后上述反应可自行消失。,未知,未知,详见说明书,国药准字H20066647
￥9.00,三清山 川贝枇杷糖浆 150m 清热宣肺化痰止咳  咳嗽痰黄 咽喉肿痛胸闷胀痛 感冒 支气管炎  咳嗽药止咳药,100035647806,川贝枇杷糖浆,24,（非处方药）中成药,糖浆剂,密封，置阴凉处。,未知,清热宣肺，化痰止咳。详见说明书,未知,未知,未知,未知,国药准字Z20055289
￥10.80,以岭 连花清瘟胶囊 0.35g*24粒 连花清瘟 清瘟解毒 宣肺泄热 流行性感冒 发烧或发热头痛咳嗽,2943430,连花清瘟胶囊,30,（非处方药）中成药,胶囊剂,"密封,置阴凉处(不超过20℃)",详见说明书,本品用于治疗流行性感冒属热毒袭肺证，症见发热或高热，恶寒，肌肉酸痛，鼻塞流涕，咳嗽，头痛，咽干咽痛，舌偏红，苔黄或黄腻等。,详见说明书,未知,未知,详见说明书,国药准字Z20040063
￥7.00,羚锐 壮骨麝香止痛膏7cm*10cm*10贴 祛风湿 活血止痛 用于风湿关节痛 肌肉痛 扭伤 膏药贴,3365302,壮骨麝香止痛膏,24,（非处方药）中成药,贴膏剂,密封，置阴凉干燥处。,详见说明书,本品用于风湿关节、肌肉痛、扭伤。,详情见说明书,未知,未知,1.孕妇禁用。2.婴幼儿禁用。3.皮肤破溃、皮损或感染处禁用。4.对本品及所含成份（包括辅料）过敏者禁用。5.对橡胶膏过敏者禁用。,国药准字Z41020300
￥12.00,999三九皮炎平复方醋酸地塞米松乳膏20g：15mg 20g 神经性皮炎接触性皮炎脂溢性皮炎慢性湿疹,100007662075,复方醋酸地塞米松乳膏,36,（非处方药）化学药制剂,乳膏剂,密封，在阴凉处保存,详见说明书,本品用于局限性瘙痒症、神经性皮炎、接触性皮炎、脂溢性皮炎以及慢性湿疹。,"长期使用可致皮肤萎缩、毛细血管扩张、色素沉着以及继发感染；
偶见过敏反应。",未知,未知,1.患处已破溃，化脓或者有明显渗出者禁用，其他详见说明书。,国药准字H44024170
￥2.50,东北制药 维生素C片100mg*100片 预防坏血病急慢性传染疾病紫癜,3029091,维生素C片,24,（非处方药）化学药制剂,片剂,遮光，密封保存。,详见说明书,用于预防坏血病，也可用于各种急慢性传染疾病及紫癜等的辅助治疗。,"1、长期服用每日2-3g可引起停药后坏血病，故宜逐渐减量停药。

2、长期应用大量维生素C可引起尿酸盐、半胱氨酸盐或草酸盐结石。

3、过量服用（每日用量1g以上）可引起腹泻、皮肤红而亮、头痛、尿频（每日用量600mg以上）、恶心呕吐、胃痉挛。",详见说明书,详见说明书,详见说明书,国药准字H21020713
￥1.20,福元  阿昔洛韦乳膏10克：0.3克（3%）*10g/支 用于单纯疱疹或带状疱疹感染,100011157605,阿昔洛韦乳膏,24,（非处方药）化学药制剂,乳膏剂,密封，在凉暗干燥处（避光并不超过20℃）保存。,详见说明书,单纯疱疹；带状疱疹感染,可见轻度疼痛、灼痛、刺痛、瘙痒以及皮疹等。,未知,未知,尚不明确。,国药准字H20055164
￥2.00,蜀中 依科 维生素C片 0.1g*100片 用于预防坏血病 也可用于各种急慢性传染疾病及紫癜等的辅助治疗,100051194778,维生素C片,24,（非处方药）化学药制剂,片剂,遮光，密封保存。,口服。用于补充维生素C：成人一日1片。用于治疗维生素C缺乏：成人一次1~2片，一日3次；儿童一日1~3片。至少服2周。,用于预防坏血病，也可用于各种急慢性传染疾病及紫癜等的辅助治疗。,1.长期服用每日2~3克可引起停药后坏血病，故宜逐渐减量停药。详见说明书。,未知,未知,尚不明确。,国药准字H51020251
￥1.70,五洲 五洲 食母生片0.2g*80片,100016299153,食母生片,24,（非处方药）化学药制剂,片剂,密闭，在干燥处保存。,未知,食欲缺乏、消化不良。,偶见：过量服用可致腹泻。,未知,未知,尚不明确。,国药准字H44024109
￥34.80,罗每乐 盐酸阿莫罗芬乳膏脚气药止痒脱皮烂脚丫真菌感染止痒,5437317,盐酸阿莫罗芬乳膏,36,（非处方药）化学药制剂,乳膏剂,避免高温贮存（低于30℃）,每日一次（晚间）,具体详见说明书,未知,未知,未知,未知,H20140118
￥8.89,"
万润时黄素眼药水眼疲劳儿童成人滴眼液眼药水疲劳眼干眼涩视力模糊痒痒疲劳学生舒缓15g ",100071005155,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知,未知
￥6.00,[石药] 阿莫西林胶囊0.25g*50粒/盒,4001049,阿莫西林胶囊,24,（处方药）抗生素制剂,胶囊剂,25℃以下保存。,未知,未知,1、恶心、呕吐、腹泻及假膜性肠炎等胃肠道反应。2、皮疹、药物热和哮喘等过敏反应。3、贫血、血小板减少、嗜酸性粒细胞增多等。4、血清氨基转移酶可轻度增高。5、由念珠菌或耐药菌引起的二重感染。6、偶见兴奋、焦虑、失眠、头晕以及行为异常等中枢神经系统症状。,见【用法用量】,可无需考虑剂量调整（见【用法用量】），但由于老年人肾功能降低的可能性较大，因此在剂量选择时应谨慎，可选择监测肾功能。,详见说明书,国药准字H13023964
￥7.50,方盛 蒲地蓝消炎片54片清热解毒抗炎消肿用于疖肿咽炎扁桃腺炎感冒咽喉痛解热镇痛中成药,100020193912,蒲地蓝消炎片,24,（非处方药）中成药,片剂,遮光，密封,未知,清热解毒，抗炎消肿。用于疖肿、咽炎、扁桃腺炎。,该制剂有以下不良反应报告：恶心、呕吐、腹胀、腹痛、腹泻、头晕、乏力等；皮疹、瘙痒等过敏反应。,未知,未知,详见说明书,国药准字Z20043422
￥4.50,百灵鸟 黄连上清片0.3g*24片*2板/盒 散风清热 泻火止痛牙齿疼口舌生疮咽喉痛耳鸣大便秘结小便短赤贵州百灵,3150330,黄连上清片,24,（非处方药）中成药,片剂,密封。,详见说明书,散风清热，泻火止痛。用于风热上攻、肺胃热盛所致的头晕目眩，暴发火眼，牙齿疼痛，口舌生疮，咽喉肿痛，耳痛耳鸣、大便秘结，小便短赤。,尚不明确。,未知,未知,详见说明书,国药准字Z52020123
￥2.50,东北制药 维生素C片100mg*100片 预防坏血病急慢性传染疾病紫癜,3029091,维生素C片,24,（非处方药）化学药制剂,片剂,遮光，密封保存。,详见说明书,用于预防坏血病，也可用于各种急慢性传染疾病及紫癜等的辅助治疗。,"1、长期服用每日2-3g可引起停药后坏血病，故宜逐渐减量停药。

2、长期应用大量维生素C可引起尿酸盐、半胱氨酸盐或草酸盐结石。

3、过量服用（每日用量1g以上）可引起腹泻、皮肤红而亮、头痛、尿频（每日用量600mg以上）、恶心呕吐、胃痉挛。",详见说明书,详见说明书,详见说明书,国药准字H21020713
