,价格（￥）,名称,sku
209,￥59.00,[小爱丸] 枸橼酸西地那非片50mg*7片/板*3板/盒,100061190347
210,￥199.90,【京东自营】米诺地尔酊生发液90ml 5%浓度男女通用 国药准字治脱生发增发密发液发际线脂溢性脱发,100056682133
211,￥22.90￥22.00,达克宁软膏硝酸咪康唑乳膏20g去脚气药止痒脱皮烂脚丫真菌感染止痒脚气膏脚痒杀菌止痒膏治疗脚气药膏藓膏,2943802
212,￥59.00,[小爱丸] 枸橼酸西地那非片50mg*7片/板*3板/盒,100061190347
213,￥3.90,[三金] 牛黄解毒片24片/盒,100014902314
214,￥138.00,"
修正 龟 头炎专用喷雾剂藥龟炎宁膏包皮炎特傚男性洗液阴囊潮湿瘙痒红点珍珠疹念珠菌白垢红肿异味私处护理液",100056803560
215,￥30.40,艾战 盐酸达泊西汀片30mg*5片*2板,100065242667
216,￥43.80,汉森旗舰店四磨汤口服液16支装婴幼儿童肠胃消化用药便秘通便润肠,100023264419
217,￥48.00,北京同仁堂六味地黄丸（浓缩丸）300丸  遗精盗汗头晕耳鸣腰膝酸软,3156378
218,￥12.00,神威藿香正气软胶囊 0.45克*8粒*2板风寒湿滞夏伤暑湿所致的感冒症见头痛昏重胸膈痞闷呕吐泄泻,100012262224
219,￥29.90,"
硫磺软膏20%阴虱外阴部阴囊潮湿瘙痒湿疹止I痒膏虱子药儿童头虱阴虱男私处专用I女士虫卵一扫光",100072693523
220,￥6.20,绿药膏 新亚林可霉素利多卡因凝胶15g 蚊虫床虱隐翅虫叮咬止痒冻疮镇痛烧伤烫伤创伤抗菌消炎毛囊炎皮肤感染,3334770
221,￥49.90,硬核医生 米诺地尔酊5%*30ml*1瓶 用于治疗男性型脱发和斑秃,100049437392
222,￥37.90,【自营】冬凌草糖浆100ml咽炎片咽喉炎清热解毒扁桃体发炎嗓子疼喉咙痛消炎药清喉利咽颗粒冬凌草含片,100011912663
223,￥69.00,"
香港大药房 活络油 风湿骨外 跌打损伤 关节肿痛酸胀 手足麻木 肩颈酸痛 腰酸背痛 舒缓护理 50mL",100077267900
224,￥27.90,[五福] 心脑清软胶囊0.415g*100粒/盒,5632636
225,￥44.00,凯妮汀克霉唑阴道片0.5g*1片/盒 妇科用药阴道炎专用药 阴道瘙痒 妇科炎症消炎药 念珠菌外阴阴道病 克霉唑栓剂非甲硝唑,2919760
226,￥36.50,洛芙联苯苄唑溶液喷雾剂80ml治疗脚气药止痒脱皮烂脚丫真菌感染止痒去脚气喷剂脚臭喷雾脚出汗水泡的特效皮肤用药,100046430782
227,￥18.80,999 感冒清热颗粒 12g*18袋 疏风散寒 解表清热 风寒感冒 头痛 发热 咽干 恶寒身痛 鼻流清涕,100028850174
228,￥22.80￥18.00,珍视明 萘敏维滴眼液  缓解眼睛疲劳 结膜充血结膜炎,7961851
229,￥9.90,"
太守堂 黄芪100克 黄芪中药材甘肃岷县黄芪北芪 黄苓泡水当归片党参煲汤材料",100068434301
230,￥79.00,"
北京同仁堂八宝茶枸杞滋补养生茶肾阳壮药材人参玛咖黄精男人速起持续久不性男士九宝茶五宝茶150g",100085874076
231,￥11.70,[福乐安] 塞来昔布胶囊 0.2g*10粒*2板；,100018027674
232,￥39.00,"
莘护药业幽门螺旋杆菌牙l膏四联口气清新剂去口臭口腔幽门螺杆菌特俲去口臭口气重嘴巴臭口臭男女士专用",100063345860
233,￥36.50,洛芙联苯苄唑溶液喷雾剂80ml马拉色菌毛囊炎抗真菌药膏后背祛痘毛囊炎手足脚体股癣真菌感染皮肤用药抗真菌,100046430708
234,￥9.90,【自营】快克复方氨酚烷胺胶囊10粒，每天2粒，缓解多种感冒症状,100018015592
235,￥168.00,东阿阿胶 复方阿胶浆20ml*24支 补气养血 头晕目眩 心悸失眠 食欲不振,100006472435
236,￥25.82,希王 二硫化硒洗剂2.5%*100g毛囊炎洗发水头屑去屑止痒控油脱发头皮脂溢性皮炎花斑癣汗斑,100043385126
237,￥4.50,[逸舒] 氟康唑胶囊0.15g*6粒/盒,5407447
238,￥40.50,999三九感冒灵颗粒10g*9袋感冒药解热镇痛用于感冒引起的头痛发热鼻塞流涕咽痛3盒装,100058980325
239,￥35.00,幸福科达琳  复方氨酚肾素片 18片/盒 普通感冒 流行性感冒发热头痛四肢酸痛打喷嚏流鼻涕鼻塞咽痛过敏性鼻炎,100047992938
240,￥59.90,万特力 吲哚美辛搽剂 45g 日本进口关节痛肌肉痛腱鞘炎肩部僵硬酸痛网球肘涂抹搽剂外用药,100015411471
241,￥28.00,仲景 香砂六君丸药(浓缩丸)300丸益气健脾和胃消化不良脾虚气滞脘腹胀满 大便溏泄,100008603173
242,￥14.50,惠松 复方鱼腥草合剂 10毫升*10瓶 外感风热引起的咽喉疼痛 急性咽炎 扁桃腺炎有风热证候者,100025771873
243,￥48.00,星鲨维生素D滴剂 （胶囊型) 400单位*10粒*6板 用于预防维生素D缺乏性佝偻病,100009058701
244,￥14.50,[拜阿司匹灵] 阿司匹林肠溶片0.1g*30片/盒,3311157
245,￥45.00,药王山 黄龙止咳颗粒3g*12袋/盒益气 清肺止咳 适用于气虚 痰热郁肺之咳嗽,100010603716
246,￥29.80,三公仔小柴胡颗粒 儿童感冒药 京东自营,100010987032
247,￥18.00,修正 复方金银花颗粒 10袋 清热解毒 凉血消肿 风热感冒药 适用于扁桃体炎咽炎,2888101
248,￥66.00,仲景 左归丸45g 滋肾补阴  用于真阴不足 腰酸膝软 盗汗 神疲口燥,2985790
249,￥249.00,[络活喜] 苯磺酸氨氯地平片5mg*28片/盒 3盒装,100018608712
250,￥9.90,康森  复方板蓝根颗粒 15g*21袋 清热解毒 凉血风热感冒 咽喉肿痛,100060385514
251,￥8.00,小葵花小儿止咳糖浆100ml用于小儿感冒引起的咳嗽 祛痰镇咳,4569645
252,￥9.90,【自营】快克复方氨酚烷胺胶囊10粒，每天2粒，缓解多种感冒症状,100018015592
253,￥26.00,[优立通] 非布司他片40mg*24片/盒,100046552543
254,￥59.80,[吉福士] 磷酸铝凝胶16g*10袋/盒,100058470472
255,￥18.90,艾洛松糠酸莫米松乳膏 0.1%(10g:10mg)* 10g用于湿疹神经性皮炎异位性皮炎皮肤瘙痒,2937894
256,￥15.70,北京同仁堂 当归苦参丸 6克*6袋 凉血祛湿 头面生疮 粉刺疙瘩 湿疹刺痒 酒糟鼻赤,3091796
257,￥126.00,凯妮汀克霉唑阴道片0.5g*1片*3盒 妇科用药阴道炎专用药 阴道瘙痒 妇科炎症 念珠菌外阴阴道病一片一疗程 栓剂,100007425083
258,￥45.80,泰诺泰诺安氨酚拉明片20片止痛助眠镇痛改善睡眠止疼药,100068807746
259,￥7.90,美匠师阿达帕林凝胶15g/盒第三代维a酸乳膏去闭口粉刺痤疮祛痘药膏青春痘丘疹脓疱淡化痘印痘坑暗疮皮肤用药,100043138064
260,￥49.00,"
时珍星耳鸣康滴耳液中耳炎真菌药专用耳道发炎流脓搭耳鸣贴100%成功耳聋耳鸣神经性耳鸣滴耳液",100093068100
261,￥10.50,"
济心堂皮肤抑菌乳膏扁平疣尖锐疣湿疣寻常疣咪奎莫特软膏可用咪喹尿氟嘧啶莫特乳膏5%外用专用的疣药软膏",100057110718
262,￥14.90,九芝堂 足光散40g*5袋盒 用于湿热下注所致的角化型手足癣脚臭脚气药止痒脱皮烂脚丫真菌感染止痒,3148116
263,￥3.60,[京新] 苯磺酸氨氯地平片5mg*28片/盒,100020712732
264,￥38.00,贵州百灵 百灵鸟保儿宁颗粒10g*10袋 健脾益气增强小儿免疫力,100016008698
265,￥21.90,"
万润时叶黄素眼药水疲劳眼干眼涩视力模糊滴眼液视力模糊干眼症散光成明目胆叶黄素滴眼液鱼腥草眼疲劳",100071005153
266,￥19.90,口宝 金栀洁龈含漱液150ml 牙龈肿痛出血口腔溃疡消炎药漱口水牙疼药牙周炎消肿止痛五官用药,100050035760
267,￥115.00,同仁堂 TRT 锁阳固精丸9克*10丸*5盒 温肾固精 肾阳不足 腰膝酸软 肉苁蓉,100020836860
268,￥10.90,999三九咽炎片 0.26g*12片/板*4板养阴润肺清热解毒清利咽喉镇咳止痒,4088046
269,￥19.90,洛芙联苯苄唑溶液喷雾剂25m/l盒 脚气药止痒脱皮烂脚丫真菌感染止痒治脚气喷剂脚臭脚出汗水泡联苯卡唑喷雾,100018559036
270,￥62.90,万特力 吲哚美辛凝胶 35克 日本进口肌肉关节疼痛关节痛腱鞘炎跌打损伤扭伤外用药,100015411459
271,￥235.00,[速福达] 玛巴洛沙韦片20mg*2片/盒,100012562173
272,￥6.50,[特适纳] 双氯芬酸钠缓释片0.1g*12片/盒,100017080626
273,￥11.80,金日 酮康唑乳膏 10g：0.2g*25克   手癣足癣体癣股癣花斑癣及皮肤念珠菌病,100035927238
274,￥20.15,嘉效盐酸特比萘芬乳膏凝胶25g股癣膏花斑癣皮肤癣瘙痒药膏止痒抑菌真菌感染大腿内侧手癣体癣牛皮癣专用药,100055701473
275,￥449.00,[希爱力] 他达拉非片5mg*28片/盒 超级希爱力,3470532
276,￥16.00,【京东大药房】快克复方氨酚烷胺胶囊10粒抗病毒感冒药,100012272310
277,￥59.00,"
【日本监制】井次制药品牌灰指甲特殊效去专用中草药发黄增厚黑变空灰甲净根膏治真菌凤仙花抑菌液感染脱甲 御菲清 30ml/盒",100098771208
278,￥14.90,仁和 氯雷他定片12片/盒 过敏用药缓解过敏性鼻炎过敏性结膜炎荨麻疹皮肤过敏眼痒快速抗过敏,100006691649
279,￥198.00,"
日本久卜制药 痔疮膏去肉球专用凝胶药根斷正i去品肉球神器特傚栓消痔卡波姆医用内外混合痔便血肛门裂瘙痒【3盒装】",100076721204
280,￥14.90,[CSPC] 头孢克肟胶囊0.1g*12粒/盒,100015885378
281,￥3.60,[西苑(XY)] 吲达帕胺片2.5mg*30片/盒,100036078048
282,￥26.00,乐珠珍珠明目滴眼液玻璃酸钠眼药水缓解疲劳眼干眼涩养肝明目,100014422460
283,￥3.10,鲁西  复方氨酚烷胺片 12片/盒  普通感冒 流行性感冒 发热 头痛 四肢酸痛 打喷嚏 流鼻涕 鼻塞 咽痛,100019563964
284,￥10.80,飞赛乐盐酸苯环壬酯片2mg*2片用于预防晕车晕船及晕机华素制药晕车药成人,2856505
285,￥12.00,[意舒宁] 硝苯地平控释片 30mg*14片/盒,100074746019
286,￥32.00,【日本进口原料】青峰堂达克罗宁软膏油膏盐酸男士外用非利地多卡因凝胶达克宁延长时软膏乳膏泄早药降低敏感,100070532737
287,￥6.30,[静青] 双氯芬酸钠栓50mg*10枚/盒,5143475
288,￥22.80,马应龙 麝香痔疮栓1.5g*12粒痔疮药消肿止痛痔疮肛裂,2919748
289,￥15.00,楚雅 阿达帕林凝胶 0.1%:15g祛痘膏痤疮去闭口粉刺祛痘印暗疮脓疱疮毛囊炎痘痘药膏祛痘凝胶,5189957
290,￥95.00,21金维他 多维元素片(21) 138片 用于预防和治疗因维生素与矿物质缺乏所引起的各种疾病,100011162257
291,￥98.00,[代文] 缬沙坦胶囊80mg*28粒/盒,100014111398
292,￥21.50,[好医生] 康复新液100ml/盒,3717547
293,￥4.00,[普元] 鲜竹沥15ml*6支/盒,4044549
294,￥19.80,参苓白术片丸散健脾益气湿气重拉肚子调理脾胃参苓白术颗粒,100051746104
295,￥69.00,[益佰] 疏肝益阳胶囊0.25g*36粒/盒,100020824112
296,￥19.00,丽芙莫匹罗星软膏乳膏2%15g/盒毛囊炎甲沟炎皮炎湿疹外用药膏抗菌治瘙痒火疖子皮肤创伤合并感染浅表性创伤,100043138200
297,￥14.80,仁和 甲硝唑凝胶0.75%*30g*1盒 治疗痤疮闭口粉刺外用消炎祛痘药膏脸上去痘痘印青春痘暗疮脓疱疮红肿,100023002962
298,￥19.90,邦琪药业 复方鱼腥草颗粒 6g*12袋/盒 清热解毒用于外感风热引起的咽喉疼痛 急性咽炎 扁桃体炎,100012916380
299,￥4.90,宝彤 珍珠明目眼药水滴眼液 8ml 清热泻火 养肝明目 用于视力疲劳症和慢性结膜炎,100030034726
300,￥177.00,999消痔软膏适用于红肿疼痛肛周瘙痒内外混合痔便秘便血2盒装,100055701449
301,￥19.90,珍视明 四味珍层冰硼滴眼液13ml/瓶 眼药水疲劳 眼干眼涩 视力模糊 干眼症 假性近视 远视力下降,3120959
302,￥49.80,达芙文 阿达帕林凝胶0.1%*30g适用于以粉刺、丘疹和脓疱为主要表现的轻中度寻常型痤疮的局部治疗。可用于治疗面部、胸和背部的疮。,100024074786
303,￥15.90,999皮炎平 糠酸莫米松凝胶软膏0.1%*10g 糠酸莫米松乳膏升级 用于湿疹 皮肤瘙痒止痒 神经性皮炎 异位性皮炎,100007589393
304,￥23.90,鲁南 安神补脑液 10ml*20支 益气养血 强脑安神 头晕乏力 失眠健忘 神经衰弱,100007837035
305,￥25.96,"
济心堂牛皮癣软膏专用湿疹股癣的药手足癣荨麻皮炎皮肤瘙痒止I痒外用护理顽固牛皮癣银屑冷敷凝胶藓一支20g",100064934167
306,￥35.00,丽珠得乐 枸橼酸铋钾胶囊 胃炎 胃痛,100000060921
307,￥23.00,[童诺] 异维A酸红霉素凝胶10g/支,4430668
308,￥57.60,以岭 参松养心胶囊 0.4g*84粒/盒,100098183628
309,￥9.90,999三九盐酸氨溴索口服溶液100ml 适用于痰液粘稠不易咳出者,8722524
310,￥118.00,"
北同御贡 北京 同仁堂膝盖疼痛专用部位型冷敷凝胶药滑膜炎半月板损伤关节风湿肿痛积液搭特傚疼痛喷剂 1盒装",100050753791
311,￥79.00,壹丽安 丽珠艾普拉唑肠溶片5mg*6片 ,4275381
312,￥36.40,【脚气药大容量】楚迪阿莫罗芬乳膏脚气专用药脚臭脚痒,100065317282
313,￥80.00,[修正] 颈腰康胶囊0.33g*90粒/盒,6179148
314,￥29.31,"
同仁堂 北京同仁堂腱鞘炎贴  手腕手指手肘大拇指腱鞘炎专用膏贴远红外理疗贴药械8贴/盒",100049239717
315,￥39.00,"
双生林叶黄素滴眼液眼药水熊明目液胆草疲劳眼干眼涩视力模糊滴眼液红血丝结膜熬夜干眼症散光成人舒缓",100090118736
316,￥24.00,"
葵花金宝典李时珍膝盖部位型冷敷凝胶喷雾装膝盖疼痛专用疼痛的药酸麻肿胀保滑膜炎贴膝关节疼痛肿胀积水积液",100089804520
317,￥46.00,普安康 宣肺止嗽合剂 120ml 疏风宣肺 止咳化痰 止咳水 化痰药 清肺化痰 干咳养阴润肺发热,100017013666
318,￥18.50,【风热感冒】清热解毒 白云山复方板蓝根颗粒15g*15,100020824192
319,￥69.00,协速升 华太 右旋糖酐铁分散片25mg*15片*4板 用于慢性失血 营养不良 妊娠 儿童发育期等引起的缺铁性贫血,100028032486
320,￥27.00,三精葡萄糖酸锌口服溶液 10ml:35mg*10ml*12支 用于治疗缺锌引起的营养不良厌食症 口腔溃疡痤疮儿童发育迟缓,100011750780
321,￥16.90,慢严舒柠咽炎片0.25g*15片*2板,100012180308
322,￥12.50,白云山 感冒灵颗粒 10g*9袋 解热镇痛 流鼻涕 鼻塞 头痛 咽痛发热,4740086
323,￥69.00,"
苗居堂万藓灵顽固慢性湿疹膏成人百草止药皮肤瘙皮炎痒股藓大腿内侧阴肛门外囊潮湿毒清麻荨牛皮癣专用软膏",100076629440
324,￥131.40,汉森四磨汤口服液16支*3盒消化不良成人婴幼儿拉肚子肠胃消化,100037996874
325,￥13.50,万通 牛黄上清片 12片*2板/盒 清热泻火 咽喉肿痛 牙龈肿痛 大便燥结,100032089488
326,￥60.00,[达力士] 卡泊三醇软膏15g:0.75mg/盒,4082400
327,￥32.93,"
济心堂云南本草龟头炎专用喷剂药包皮炎症白垢异味珍珠疹喷雾男性私处洗液护理杀菌消炎止瘙痒去异味【密发】",100071776550
328,￥32.00,[以岭] 芪苈强心胶囊0.3g*36粒/盒,100016236698
329,￥128.00,"
北京同仁堂鹿鞭人参牡蛎精枸杞片丸牡蛎肽黄精华蛹虫草玛咖片玛卡海狗丸熬夜备孕成人男性用品山药保健60粒/瓶",100058354318
330,￥58.90,[沃克] 富马酸伏诺拉生片20mg*7片/盒,100013238616
331,￥22.00,[虎阳] 生力片0.36g*24片/盒,5426246
332,￥29.00,"
条条有艾李时珍膝盖擦骨小绿管官方店凝胶改善膝关节膝盖型疼痛专用的药中老年人滑膜旗消炎消肿舰",100102675302
333,￥11.00,立效 通宣理肺丸 6g*10丸 解表散寒 宣肺止嗽 感冒咳嗽,3116997
334,￥49.60,齐鲁 捷维 枸橼酸托法替布片5mg*28片/盒,100009062267
335,￥48.00,星鲨维生素D滴剂400单位*10粒*6板 预防维生素D缺乏性佝偻病,100016227624
336,￥2.90,马应龙 红霉素软膏 1%*10g/盒 用于脓疱疮等化脓性皮肤病 溃疡面的感染 寻常痤疮,100051073923
337,￥10.50,九鑫 清热暗疮丸 72丸装 清热解毒 凉血散瘀 用于痤疮（粉刺）,100004174296
338,￥9.90,999三九小儿咳喘灵颗粒2g*10袋咳嗽药儿科用药用于上呼吸道感染引起的咳嗽 宣肺清热止咳祛痰,3546412
339,￥29.80,王老吉保济丸1.85g*15袋/盒 腹痛腹泻拉肚子晕车晕船恶心呕吐肠胃不适,100057397930
340,￥7.80,南岛 葡萄糖酸钙片 0.5g*100片  用于预防和治疗钙缺乏症骨质疏松,2943347
341,￥19.90,"
领航奉献医用壳聚糖痔疮膏肉球凝胶专用卡波姆痔搭根斷去肉球神器去内外混合痔肛门坠胀瘙痒肛裂粘膜充血便秘 痔疮专用特傚便秘男女通用药品 20g...",10096199121529
342,￥7.80,太平 硝酸咪康唑乳膏 真菌感染脚气药软膏抗菌止痒脱皮烂脚丫手癣体股癣皮肤用药硝酸咪康唑散10克/支,100022379249
343,￥58.90,康王酮康唑洗剂2%*50ml2盒装 用于控油止痒头皮糠疹局部性花斑癣脂溢性皮炎药用 去屑洗发水 非二硫化硒,100025148316
344,￥16.90,"
云南白药 碘伏碘酒消毒液棉签棒 100支独立包装碘伏棉签 新生儿婴儿护脐带肚脐消毒护理碘酊",100028299273
345,￥38.63,伍舒芳 金蝉止痒颗粒8g*10袋  清热解毒 燥湿止痒 丘疹性荨麻疹 皮肤瘙痒夏季皮炎 ,100043521417
346,￥16.00,999皮炎平 曲安奈德益康唑乳膏20g 皮炎湿疹  真菌感染  手足癣体癣,2919141
347,￥16.00,诺金 湿毒清片48片养血润燥 化湿解毒 祛风止痒 用于皮肤瘙痒症属血虚湿蕴皮肤证者,100025557644
348,￥36.90,[好护士] 尪痹片0.5g*48片/盒,5662923
349,￥19.90,顾生堂 甘草片12.5g  复合方甘草含片干草片清护喉润老式含片中药材泡水含片100粒1瓶装,100052716669
350,￥2.80,"
仁和 医用酒精棉球 25只/瓶 脱脂棉 外用皮肤清洁 伤口消毒护理 乙醇棉花球 换药清创  凑单",100052375038
351,￥5.00,[哈药] 盐酸氟桂利嗪胶囊5mg*20粒,100012973458
352,￥9.90,明康欣  阿达帕林凝胶  15g：15mg*15克/支适用于以粉刺、丘疹和脓疱寻常型痤疮。,4394235
353,￥12.90,仁和堂 萘普生片 0.1g*50片 缓解疼痛 关节痛神经痛肌肉痛偏头痛头痛痛经牙痛,100063303993
354,￥49.00,青丝几何 二硫化硒洗剂2.5%*120g 去屑洗发水止痒药用头皮脂溢性皮炎控油毛囊炎清洁洗发膏非酮康唑,100055192404
355,￥89.00,九芝堂 驴胶补血颗粒 20g*30袋 补气血调经体虚乏力面黄肌瘦头晕目眩月经过少,2943632
356,￥46.00,[倍他乐克] 琥珀酸美托洛尔缓释片47.5mg*28片/盒,7332563
357,￥19.67,[云南白药] 云南白药4g/瓶,4148236
358,￥68.00,"
守诚堂官方筋骨康医用疼痛冷敷凝胶宝元堂肩周炎专用特傚凝胶药肩膀疼痛僵硬抬臂困难京的i東i營正自产*品护肩专用贴膏热敷理疗远红外治疗凝胶...",100073510467
359,￥11.00,[苏莱乐] 富马酸比索洛尔片5mg*18片/盒,5633538
360,￥88.00,【1盒装】源药师金花消痤颗粒6g*6袋治痤疮 粉刺 咽喉肿痛 便秘 尿黄,100055208228
